Serial No.,College Name,Question,Answer
938,Manipur Institute of Technology - [MIT],"Which is better for a BTech, the MIT Manipal or the Nirma University?",MIT Manipal is a better option. It is counted among the top private technological institute in the country. It offers better facilities and good placement opportunities. Students receive an average package of around INR 8 LPA. MIT Manipal placements 2022 highlights show that the top 250 placement offers received an average CTC of INR 20.52 LPA.  MIT brand name is also more popular.
939,Modern Institute of Technology and Research Centre -[MITRC],No data found,No data found
940,Mohandas College of Engineering and Technology - [MCET],No data found,No data found
941,Narayana Engineering College - [NEC],No data found,No data found
942,Netaji Subhash Engineering College - [NSEC],"In overall placements, is Netaji Subhash Engineering College, Kolkata better than Asansol Engineering College?","As per as selection of colleges is concerned, the institute which a candidate chooses doesn’t matter much because, at the end of the course, the most expected outcome is a placement. I know a few people from both the institutes, so I can give you an idea about these two. The table below gives a brief level of comparison between Netaji Subhas Engineering College, Kolkata, and Asansol Engineering College.
Particulars
Netaji Subhas Engineering College, Kolkata
Asansol Engineering College
Total Fees (B.Tech)
Rs. 3.57 Lakhs
Rs. 4.14 Lakhs
Median Salary Offered
Rs. 4.5 LPA
Rs. 3.4 LPA
Key Highlights:
Considering the placement statistics and overall infrastructure of both the institutes, Computer Science and Engineering is the most proffered stream, followed by Electronics and Communication Engineering, which is quite good too. Other than that, other streams don’t have enough placements.
Any reputed engineering college in West Bengal can be chosen if the main motive is placement. Ex- IEM, Techno Salt Lake, Heritage, KGEC, Haldia, AEC, KGEC, Netaji, etc as per the convenience of the student.
Almost every student from CSE, ECE, and IT of these colleges end up in an IT company like TCS, CTS, or Infosys after 4 years of engineering, provided they fulfill the minimum 60% eligibility criteria.
This is the overall outcome of being in an institute like Netaji Subhas or Asansol Engineering College, which is more or less the same."
943,R.M.K. College of Engineering and Technology - [RMKCET],No data found,No data found
944,RITEE Group of Institutions,No data found,No data found
945,Rustamji Institute of Technology - [RJIT],No data found,No data found
946,SRK Institute of Technology,No data found,No data found
947,SS College of Engineering,No data found,No data found
948,Shaheed Udham Singh Engineering College - [SUSEC],No data found,No data found
949,Santhiram Engineering College Nandyal - [SREC],No data found,No data found
950,Shambhunath Institute of Engineering and Technology - [SIET],No data found,No data found
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],No data found,No data found
952,Siddhant College of Engineering - [SCOE] Sudumbare,No data found,No data found
953,Sipna's College of Engineering and Technology,No data found,No data found
954,Skyline Institute of Engineering and Technology - [SIET],No data found,No data found
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,No data found,No data found
956,Smt. Indira Gandhi College of Engineering - [SIGCE],No data found,No data found
957,SR University - [SRU],No data found,No data found
958,Sree Chaitanya College of Engineering - [SCCE],No data found,No data found
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],No data found,No data found
960,Sri Muthukumaran Institute of Technology - [SMIT],No data found,No data found
961,Srinivasa Ramanujan Institute of Technology - [SRIT],No data found,No data found
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,"Which is better, St Joseph's College of Engineering or RMK Engineering College?","St Joseph’s College of Engineering ranks 11th in Chennai by NIRF Ranking 2020 and has some of the best supportive faculties. Over the years, the college has seen a rise of 17% placement offers and a jump of 50% in the average package. 
RMK Engineering College ranks 30th in Tamil Nadu by NIRF 2020. The institute provides students with enough placements of 70-99%. Many of the companies offer internships and projects to the students.
Admission process:-
St Joseph’s College of Engineering
The admissions in the UG level courses are made through Tamil Nadu Engineering Admissions (TNEA). 
The total number of intake is 60 per department. 
The fees required is INR 60,000.
The cutoff required is in the range of 1225-9849.
RMK Engineering College:-
The candidates must have passed the 10+2 examination with 50% marks from a recognized board with physics, chemistry, and maths.
A valid score of TNEA with a cutoff range of 1476-9809 is required.
The total seats allocated is 60.
The total fees required is INR 55,000.
Placements:-
Many of the students of St Joseph's College of Engineering got placed in many core companies. Around 2700 students got the job placements in 2019.
RMK College provides good placement opportunities and nearly 200 companies visit the campus. 
The table given below shows the placement statistics of both institutions:
Categories
St Joseph’s College of Engineering 
RMK Engineering College
Placement rate
98%
95%
Highest package 
INR 40 LPA
INR 28 LPA
Average package
INR 4.5 LPA
INR 3.3-7.5 LPA
The top recruiting companies are Amazon, HCL, Cognizant, Wipro, Accenture, TCS, Capgemini, Tech Mahindra, IBM, Ericsson, eBay, MU Sigma, Google, etc. 
Faculty
There are almost 60 faculty members in all the colleges with each of them having a PhD degree in their respective fields. They always maintain a cordial and supportive relationship with the students.
Both these colleges have excellent infrastructure, well-developed classrooms with projectors, and supportive faculties. The colleges ensure world-class food facilities for its students and staff members. The placement opportunities are also excellent where Amazon, Infosys, Wipro are the prime recruiters."
963,T.J.S. Engineering College,No data found,No data found
964,SRM TRP Engineering College,No data found,No data found
965,Global Institute of Technology and Management - [GITM],No data found,No data found
966,United Institute of Technology - [UIT],No data found,No data found
967,Chhatrapati Shivaji Institute of Technology - [CSIT],No data found,No data found
968,Panipat Institute of Engineering & Technology - [PIET],No data found,No data found
969,Sanskar Educational Group - [SEG],No data found,No data found
970,Usha Rama College of Engineering and Technology - [URCE],No data found,No data found
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],No data found,No data found
972,Indus International University - [IIU],No data found,No data found
973,Yamuna Group Of Institutions - [YGI],No data found,No data found
974,Amiraj College of Engineering and Technology- [ACET],No data found,No data found
975,Annamacharya Institute of Technology and Sciences - [AITS],No data found,No data found
976,Jai Narain College of Technology & Science - [JNCTS],No data found,No data found
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],No data found,No data found
978,Jhulelal Institute of Technology - [JIT],No data found,No data found
979,MIC College of Technology,No data found,No data found
980,Guru Nanak Institute of Technology - [GNIT],No data found,No data found
981,KJ Institute of Engineering and Technology - [KJIT],No data found,No data found
982,"Solamalai College of Engineering, Veerapanjan",No data found,No data found
983,V V College of Engineering,No data found,No data found
984,SRM University Vadapalani Campus,"Is it worth doing bcom accounting and finance in SRM institute of science and technology Chennai. What's the scope and could you please give me full details like exams we should persuade, college etc.","SRM Vadapalani is any day better than JUET Guna. After discussing with some students of these colleges, I can say that, even though JUET has an amazing placement record and infrastructure, SRM has a bigger brand value than the Jaypee group.
SRM has highly qualified faculties with few of them having prior industrial experiences. They strive to keep the environment of SRM highly competitive.
You will definitely get a better crowd at SRM where there is a high level of peer-to-peer learning when compared to JUET.
Placement statistics of SRM speak for themselves.
Even in location, academic curriculum, and campus infrastructure wise SRM leads the list.
The only factor that favors JUET Guna is if you don't prefer to study down south on SRM main campus.
In that case, you can still opt for CSE at JUET which has a decent placement. The average CTC there stands at 11 LPA. But it's not the same in the case of other branches.
Categories SRM Vadapalani JUET Guna
Course Fee 9.1 lakhs 7.28 lakhs
Highest CTC 28 LPA 20 LPA
Average CTC 10-12 LPA 9 LPA
Recruiting Companies TCS, Google, IBM, Wipro, etc. Infosys, Cognizant, Tech Mahindra, HCL, etc.
To sum up, SRM must be your first preference among the two. It offers you a better opportunity, exposure, and placements. The quality of teaching is amazing. Overall SRM gives you a better ROI for the fee you pay."
985,CMR Group of Institutions,No data found,No data found
986,Aryans Group of Colleges,No data found,No data found
987,Graphic Era Hill University Bhimtal Campus - [GEHU],No data found,No data found
988,Phonics Group of Institutions - [PGI],No data found,No data found
989,Vindhya Institute of Technology and Science - [VITS],No data found,No data found
990,K.K. Wagh Institute of Engineering Education & Research - [KKWIEER],No data found,No data found
991,Supreme Knowledge Foundation Group of Institutions - [SKFGI],No data found,No data found
992,Elitte College of Engineering - [ECE],No data found,No data found
993,Siddhartha Institute of Technology and Sciences - [SITS],No data found,No data found
994,Institute of Technology & Management - [ITM],No data found,No data found
995,Mahendra Institute of Technology - [MIT],No data found,No data found
996,Shri Rawatpura Sarkar University - [SRU],No data found,No data found
997,Jorhat Institute of Science and Technology - [JIST],No data found,No data found
998,Sri Shanmugha College of Engineering and Technology - [SSCET],No data found,No data found
999,KIIT College of Engineering,What should I choose KIIT CS or Bharati Vidyapeeth Deemed university Pune CS?,"Both KIIT and Bharati Vidyapeeth is considered as the best colleges to pursue Computer Science due to the excellent consistency it has obtained with the placement rate and academics. The NIRF Ranking of Bharati Vidyapeeth is 38th, on the other hand, KIIT ranked at 44th.
Admission
KIIT:
The total fee of CSE in KIIT is 12.91 lakhs.
The basic eligibility is that the student must have passed the 10+2 examination with any recognized board and the admission will be based on JEE Main Rank.
Bharti Vidyapeeth:
The total fee of CSE in Bharati Vidyapeeth is 4.48 lakhs.
The student must have passed the 10+2 examination from any recognized board and the admission will be based on JEE Main Rank.
Placements:
Bharti Vidyapeeth:
The placement in Bharati Vidyapeeth is very good for the CSE branch.
Student can pursue their career in different sectors of IT like Software development & Testing, Database Management, Web Technology, etc.
The major companies visiting the campus for recruitment include EY, Aricent, Amazone, TCS, etc with the average package is 9.50 lakhs.
KIIT
The placement session for KIIT has been much better than other colleges.
Various big MNCs and other companies visited the campus for mass recruitment in the CS branch.
The major companies visiting the campus for recruitment include Accenture, Cognizant, Capgemini, Wipro, etc with the average package is 6 lakhs.
World-class Faculty
Nearly all faculty members have doctorates and are well experienced in their field and also most of the students having extensive teaching, and legal experience in globally renowned organizations & universities.
Most of the faculty members contribute significantly to the nation's growth in the field of IT.
Hence, both the Universities are excellent regarding academics and placements. The CSE department of both the Universities conducts professional activities such as organizing workshops, seminars, and expert lectures to gain insight and impart awareness about the challenges in the IT industry.
However, considering all the aspects and the associated pros and cons, choice should be made."
999,KIIT College of Engineering,"Which University should I choose for B.Tech, KIIT or Sharda University?","KIIT and Sharda University are two well-known UGC approved universities and belong to the same league of educational institutions in our country, especially in the domain of engineering. B.Tech. at these institutions is a popular programme and the universities offer a substantial number of seats for the same.
Tabulated below gives a brief about the both the institutes:
Criteria
Sharda University
KIIT
Ranking
NAAC- ‘B’ Grade
NIRF- 151st out of 200
NAAC- ‘A’ Grade
NIRF- 44th (Overall)
Admission
Entrance Exam + Personal Interview
Entrance Exam + Counseling
Eligibility
JEE AIR till 3 Lakh/ UPSEE AIR till 50,000/ SUAT Entrance Test AND 10+2 with 75%
10+2 (PCM/PCB) with aggregate 60% marks AND KIITEE
Fee (First Year; INR)
1.59 Lakhs
4.29 Lakhs
Infrastructure and Facilities
Sharda University: The modern campus is spread across 63 acres of land and provides facilities such as hostels, stores, pharmacy, hospital, transport, library, gym, laundry, salon, community radio, IT department, student activity centre, cafeteria, etc.
KIIT: The university provides a plethora of facilities, including 52 conference and banquet halls, 40 open-air theatres, a post office, guesthouse, convention centre, sports complex, transport, medical care, stores, labs, cafeteria, hostels, library, etc.
Scholarships
Sharda University: Scholarships are provided on the basis of academic and sports merit, exam scores, and to the wards of Defence personnel and siblings of Sharda students.
KIIT: Scholarships are provided on the basis of merit and need. Students with the top 500 ranks in KIITEE are also offered scholarships.
Placement Statistics
Sharda University: 91% B.Tech. graduates were offered jobs through placements. The highest and median package offered was 65 LPA and 3 LPA, respectively. Top recruiting companies include Airtel, Adobe, Reliance Jio, HCL, Capgemini, Barclays.
KIIT: 90% of students were placed in companies like Accenture, Amazon, HCL, Cognizant, Deloitte, Capgemini, etc. The highest and average package offered was 30 LPA and 6.5 LPA, respectively.
Students must thoroughly research the universities and choose one that suits their needs and expectations best."
999,KIIT College of Engineering,"Which one is better, IT in KIIT or ETC in IGIT, Sarang?","KIIT is one of the oldest Engineering and Technology colleges in India and is ranked 301+ in the 2019 Times Higher Education. A superb placement record ever since it's the inspiration is held by the school, right from the department of mining to an exceptional upgrading placement log in computing (CSE) and IT.
IGIT Sarang is indeed among the oldest Engineering Colleges of India that laid the foundation 38 years back. IGIT Sarang is among the distinguished institutes specialized in departments like civil, mechanical, electronics, mining including computing (CSE) mentioned on the official site and a few other reliable websites to be contemplated.
Placements:
KIIT
The department of Training and Placement cells has 500+ Corporate Recruiters associated with a Strong Network of 50,000+ Alumni having 100% placement record.
The Institute has a tie-up with some renowned companies like Dassault Systemes, Siemens, I.B.M., Tata Steel, Oracle, Microsoft, SAP, Accenture, etc.
The Highest package offered: 20 lakh L.P.A. by New floats and the Average package offered: 6. 50 lakh LPA
IGIT, Sarang
Students become eligible for campus placement from the sixth semester.
Reputed companies like Infosys, T.C.S Patni Computers, Haldia Petrochemicals Ltd Larsen and Toubro Ltd. etc. visit the campus.
The placement cell was successful in calling 14-15 companies for in campus placements and also conducted many placement drives.
As per the latest update, the placement has increased a lot ranging between 60 to 70%.
Infrastructure:
IGIT Sarang has a fully equipped hostel and college which separate hostels for students of all years. Staff quarters and mess facilities with proper lab equipment for Austrians are some other hallmarks of the university. The centralized library has a digitized air conditioner and Wi-Fi facility.
KIIT provides excellent facilities with more than one computer lab and spacious and clean classrooms. The library consists of more than enough books for all topics and each student is provided with their own Wi-Fi password with good internet speed and unlimited data. There are various simulation labs, physics labs, chemistry labs, etc.
Admission into these colleges is possible via the college entrance exams that they conduct. However, JEE scores are also considered. However, the name of an institute could just be taken as a tag, and you'll possibly pursue your dream job from any of the two institutes mentioned if you stay determined."
1000,Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management,No data found,No data found
