Serial No.,College Name,Info Data
883,Patel College of Science and Technology - [PCST],"Patel College of Science and Technology (PCST) was established in the year 2002 and situated in city Indore, State of Madhya Pradesh. It is manage by Vanshpati Smriti Shikhsa Samiti and known for its high quality technical education, state of art laboratories, high profile faculties and for the environment conducive for extracting the potential of each student. The Training & Placement Cell is guided by a Faculty Advisory Committee and supported by Student Placement Committee."
884,Usha Mittal Institute of Technology - [UMIT],Usha Mittal Institute of Technology - [UMIT] is a very reputable academic institution working towards transforming the lives of women. The institute empowers young women by providing them engineering education of the top most quality. The institute aims at achieving good excellence in rendering young women with engineering education and establishing good connections with international and national organizations in pursuing academic excellence. The institute fosters overall development and progress of women technologists and engineers by the encouragement of interactions and communication in engineering and computing professions.
885,Vaageswari College of Engineering,"The Vaageswari College of Engineering was established by the Sree Vaageswari Educational Society. The colleges impart goal oriented, quality based and value added education with state-of-the-art technical and non-technical resources. The Vaageswari Colleges are located at Karimnagar town, on Rajiv Rahadari Highway towards Hyderabad."
886,Vishveshwarya Group of Institutions - [VGI],"Vishveshwarya Institute of Engineering & Technology, under Shrinath Trust was established in the year 2000 to impart quality higher education. The institute runs under Vishveshwarya group of institutions."
887,NIIT University - [NU],"NIIT University (NU) is a not for profit UGC (University Grants Commission) approved institution. A premier institution, marked by higher learning and research, NU seeks to create original thinkers who will lead the knowledge society of the future. The University offers 4-year programs in B.Tech. (Computer Science & Engineering, Electronics & Communication, Biotechnology, Data Science, and Cyber Security), 4-year Integrated MBA (Marketing & Marketing Analytics, Entrepreneurship, Finance Banking & FinTech, Business Analytics, Communication & Media studies, Digital & Social Media Marketing), 4-year Integrated M.Sc (Computer Science) and 3-year BBA (Finance, Banking & Insurance, Digital Marketing, Business Analytics, Family Managed Business). Post Graduate Diploma in Technology Risk Management (PGDTRM) offered by NIIT University along with its partner Global Risk Management Institute (GRMI) is a full time 6 months on-campus program followed by 6 months of Hands-On aid Internship, making it 1-year full-time specialized program."
888,CT Group of Institutions,"CT Group of Institutions, Jalandhar, Punjab; was established in 1997, affiliated to I.K.Gujral Punjab Technical University (IKGPTU), Jalandhar, with a vision to produce leaders, achievers and winners for the global corporate world. It wishes to provide novel vistas of opportunities for the students by understanding their requirements and accordingly catering a worthwhile education. The college is committed to providing an ever-improving educational system by bringing changes in the delivery of the education and designing an atmosphere which ensures employability for the students. The group targets continuously trying to bring in the best educational system. It is dedicated and committed to the pursuit of excellence. It strives to prepare the students for the leadership role in the multifaceted world. It provides a bunch of educational institutions from the pre-school to postgraduate level; and with a dedicated and veteran staff, conducive environment and excellent infrastructure; it targets to provide an ideal and endowing education that can stand as paramount around the world."
889,ABMSP's Anantrao Pawar College of Engineering & Research - [APCOER],"ABMS Parishad’s Anantrao Pawar College of Engineering and Research (ABMSPCOER), Pune is the outcome of dedicated and well known educationalists and socially conscious people who empathised with the plight of  less fortunate and oppressed people and spurred into action, establishing a new era of quality and unbiased education which is carried forward today by ABMSPCOER. The noble vision to empower the economically backward section through a system of value-based education, coupled with the mission to produce graduates highly skilled for employability or to be entrepreneurs, nurtures students in all spheres of life. Effectively using engineering knowledge for society’s benefit, ABMSPCOER establishes the right foundations for technical and humane learning."
890,Institute of Technology & Management - [ITM],"Institute of Technology & Management (ITM) is a private engineering college located in Aligarh district of Uttar Pradesh. The college is managed by CM Trust Aligarh. The college started functioning in 2008-09. The ITM College is affiliated to Uttar Pradesh Technical University and approved by AICTE, New Delhi"
891,JCT College of Engineering and Technology,JCT College of Engineering and Technology is a part of Jan Nayak Ch.Devi Lal Vidyapeeth. The College is a Self-financing; Non-Autonomous affiliated to renowned university.
892,JIMS Engineering Management Technical Campus- [JEMTEC],"JIMS Engineering Management Technical Campus, established in 2013 is affiliated to Guru Gobind Singh Indraprastha University (GGSIPU). The undergraduate level courses are offered in the streams of Engineering, Law, Business Administration, Computer Application, Education, Commerce and Journalism. The courses offered are approved by the All India Council for Technical Education (AICTE), Bar Council of India (BCI), and National Council of Teacher Education (NCTE). The institute provides admission on the basis of IPU CET, CLAT, CUET UG and JEE Main. For admission at JIMS Engineering Management Technical Campus, the candidate must have valid scores in JEE/IPU CET/ CUT and CLAT  followed by university counselling."
893,Dhanalakshmi Srinivasan College of Engineering - [DSCE],"Dhanalakshmi Srinivasan College of Engineering (DSCE), Coimbatore is an emerging institute of excellence in Engineering Education located on the East Coast Road, in the Historic Town of Mamallapuram. The college is run by the Srinivasan Charitable and Educational Trust which has been in the field of education for more than a decade. DSCE offers undergraduate and postgraduate programs in the discipline of Engineering and Management."
894,Vaigai College of Engineering- [VCE],"Vaigai College of Engineering was started by the Vaigai Educational Trust to offer services to the less privileged parts of the country. The objective of Vaigai College of Engineering is to produce top class engineers who have both subject knowledge and working knowledge. It is located in Madurai in Tamil Nadu and offers courses such as B.E. Mechanical Engineering, B.E. Civil Engineering, B.E Electronics and Communication Engineering, B.E Electrical & Electronics Engineering, and B.E Computer Science & Engineering."
895,Jagannath University,"Jagannath University, Bahadurgarh was established in 2013 and is located in Bahadurgarh, Haryana. It is a member of Association of Indian Universities. The university is a detailed and well-planned output of a registered non-profitable educational trust named as Jagan Nath Gupta Educational Society. The university has been approved by UGC, AIU, COA, BCI, and NCTE.
The university offers various undergraduate, postgraduate and doctoral courses in various streams. to these courses are conducted every year.
The university’s motto is to develop as a Centre of Excellence in higher education. For this purpose, it focuses on skill development and industry linkage and ensures employability particularly in technical and professional education. It believes in the overall development of its students. The University has MoUs with various corporate and industrial organizations which help its students in securing meaningful jobs in the corporate world."
896,Bhopal Institute of Technology & Science - [BITS],"Established in 2002, the Bhopal Institute of Technology & Science (BITS) is one of the premier engineering colleges in Madhya Pradesh. It is a self-financing college and is approved by AICTE and the Directorate of Technical Education (DTE), Madhya Pradesh."
897,St.Mary's Engineering College - [SMEC],"St. Mary’s Engineering College (SMEC) is a private self-financing institution located in Hyderabad. It was established in 2007 with the noble aim of imparting technical education and skills in rural students. The college is approved by the AICTE and affiliated to JNTUH, Hyderabad. The campus is set in 120 acres of land amidst scenic valleys and hills. SMEC is the only institute in the state of Telangana with the highest budget to nurture entrepreneurship which in turn convert the innovative ideas into products."
898,Maharishi University of Information Technology -[MUIT],"Maharishi University of Information Technology (MUIT) is a private university established in 2001 and approved by UGC. It offers undergraduate, diploma and doctoral courses in the discipline of Data Science, Law, Animation and Journalism and Mass Communication. Admission to the courses depends on the performance of the candidates in the entrance examination conducted by the University."
899,Meerut Institute of Technology - [MIT],"Meerut Institute of Technology is situated in Meerut in the Uttar Pradesh state of India. Established in 2007, it is approved by AICTE and affiliated to APJ Abdul Kalam Technological University. Meerut Institute of Technology provides 8 different courses at the UG level. The institute values the significance of the overall development of personality and to achieve certain skills such as Communication Skills, Negotiation Skills, Critical Reasoning Ability, Right Attitude, Self Image, Motivation, Goals, Resume Writing, Mock Interviews, etc."
900,Institute of Technology and Management - [ITM],No data found
901,VSB College of Engineering Technical Campus,"VSB College of Engineering Technical Campus is a private college which was established in 2012. The Institute is located at Coimbatore in Tamil Nadu and is approved by AICTE. The institute is affiliated to Anna University (AU), Chennai. The institute aims to make the students learn new Technologies & Engineering and mould them into future creators, developers, designers, manufacturers and leaders."
902,Guru Nanak Institutions Technical Campus - [GNITC],"Guru Nanak Institutions Technical Campus (GNITC) holds over 19 years of expertise. It was established in the year 2001 and is the only private University in Telangana that has received NAAC A+ from the National Assessment and Accreditation Council. The institute is one of the largest educational groups in India with 10,000+ Students currently enrolled in various programs of studies including Engineering and Technology, Pharmacy, Business Management and Dental Science and was founded by Sri Tavinder Singh Kohli,  visionary industrialist and well-known philanthropist (Founder and Chairman of GNI.)"
903,Bineswar Brahma Engineering College- [BBEC],"Bineswar Brahma Engineering College(BBEC), Kokrajhar, Assam was established in 2008 by the Assam state government. The college is approved by All India Council for Technical Education(AICTE), Government of India and Government of Assam."
904,Rawal Institutions,"Rawal institutions is a private institution established in 2008 under the aegis of Goyal Educational and Welfare Society. Rawal institutions include Rawal Institute of Engineering And Technology, Rawal Institute of Management, Rawal College of Education. These Institutions provide quality engineering and management education to students and transform them into employable managers, technocrats, bureaucrats and above all good citizens of India."
905,Madhyanchal Professional University - [MPU],"Madhyanchal Professional University (MPU), Bhopal was established in 2018 under the aegis of Vanaspati Smriti Shiksha Samiti (VSSS), Bhopal. The Samiti has been promoting a group of 8 colleges at Bhopal and Indore under the banner of Patel Group of Institutions (PGOI). The University provides higher education leading up-to Ph.D. in the disciplines of Science, Education, Humanities, Commerce, Management, Engineering, Medical, Paramedical, Pharmacy, Nursing, Agriculture, Animal Sciences, Forestry, Law, Journalism, Mass Communication, Environment and many other branches."
906,Yenepoya Institute of Technology - [YIT],"Yenepoya Institute of Technology (YIT), Mangalore, Karnataka is a private institute providing quality technical education in a few verticals of engineering degree. The college started operating from the year 2008 and is affiliated to Visvesvaraya Technological University (VTU), Belgaum, approved by AICTE India, New Delhi. The institute is located in Moodabidri, Mangalore, Karnataka and spans across 15 acres of lush green land. The institute offers a 4-year degree course in engineering across 5 disciplines. Admissions to this course are entrance-based and admission form along with brochure is available in the institute official website."
907,Sapkal Knowledge Hub - [SKH],"Sapkal Knowledge Hub was established in 2005 and approved by AICTE and the Government of Maharashtra. It is a group of educational institutes that provide learning from kindergarten to post-graduation. The institute has been providing education for more than 16 years to 12,000+ students. Sapkal Knowlege Hub has different institutes that offer education in the fields of Pharmacy, Management, and Engineering. Apart from this, it also has an Orchid International School. The institutes under Sapkal Knowlege Hub are affiliated with . Late GN Sapkal College of Engineering and RG Sapkal College of Pharmacy is  The pharmacy institute is also approved by PCI and DTE. It is affiliated with the and ."
908,International School of Engineering - [INSOFE],"International School of Engineering (INSOFE), Bangalore, Karnataka is an Applied Engineering school with an area of focus in Data science/ Big data analytics. It is a private institution that won the Education Leadership award in 2017. INSOFE also has branches in Hyderabad and Mumbai. INSOFE provides courses at Certificate, Bachelors, masters and Doctorate level. A well maintained IT-infrastructure is provided that covers all the amenities required by the students."
909,Shikshapeeth College of Management and Technology - [SCMT],"Shikshapeeth College of Management & Technology (SCMT), New Delhi, affiliated to NAAC “A+” Grade and UGC Approved was established in 2009. This deemed college offers numerous courses at both graduate and postgraduate levels in the field of Technology and Management. It offers a wide range of undergraduate courses like BBA, BCA, B.Tech & Post-Graduate programs like MBA. SCMT also has several national and international tie-ups to impart international standard education exposure to students."
910,Thakur Institute of Aviation Technology - [TIAT],"Thakur Institute of Aviation Technology - (TIAT) is a private institute established in 2006 and is located in Kandivali East, Mumbai, Maharashtra. TIAT is among the top AME colleges in India and is the only Institute in India to have 5 approvals from different regulatory authorities. The  Institute is approved by DGCA, New Delhi India. TIAT holds international approvals from EASA, GCAA, BCAA, and CAAB. Further, TIAT provides Practical training commonly referred as Actual Environmental Training (AET) through joint ventures with leading Domestic and International Airlines/Maintenance organizations ensuring students meet the rigorous standards of the aviation industry"
911,BFIT Group of Institutions - [BFIT],"BFIT Group of Institutions or BFIT, Dehradun was established by the shadow of Kartar Educational & Cultural Society in 2002 and is affiliated to H.N.B Garhwal Central University. BFIT has 3 campuses in the valley with 5000+ students. The institute offers UG, PG and Diploma Courses in the Disciplines of Science, Humanities, Law, Engineering and Management. The most popular courses of the institute include B.tech, MCA, BA in Journalism and Mass Communication, MBA and BBA courses. Admission is based on the candidate’s performance in the previous qualifying exam."
912,"AVN Institute of Engineering and Technology - [AVNIET], Ibrahimpatnam","AVN Institute of Engineering and Technology is a leading institution destined to offer engineering wisdom and comprehensive prospectus in the pasture of Technological edification. The institution stands with glory to its 27 years of academic brilliance attained by maintaining a balance between scholarly and up to date industrial practices. The vision of the college is to inculcate the fortitude of high target, vigorous mind-set, obedience and multidimensional brilliance in the educatee and endeavor to mould them to reach new statures. The mission of the institution is wisdom through research technique and competence with the global market."
913,Amrita Sai Institute of Science and Technology - [ASIST],"Amrita Sai Institute of Science & Technology (ASIST), an Autonomous institution affiliated to JNTUK, A.P. and approved by All India Council for Technical Education (AICTE) was established in the year 2007 under the auspices of Amrita Sai Educational Improvement Trust. The institute is also accredited by the NAAC with ‘A’ grade of its quality in technical education. For the last 11 years, the College has tremendously been excelling in all its verticals viz. Engineering, Management, Research, and Development. Sharp focus on quality education, sensible training, and solid research have turned Amrita Sai Institute of Science & Technology into a premier Technical Institution ensuring 100% placement in a wide range of companies."
914,Arya College of Engineering,Arya College of Engineering is amongst the Top Institutes in Rajasthan for Engineering and for Higher Technical Education. ACE Jaipur was founded in the year 2005 and has become the most prominent College in the state as well as the Best Engineering Colleges in Jaipur. All courses at Arya College of Engineering are affiliated to Rajasthan Technical University and approved by AICTE. Check: ACE Jaipur Jaipur Courses and fees
915,Bahubali College of Engineering - [BCE],The Bahubali College of Engineering (BCE) is an unaided institution which was established in the year of 1997 and managed by the educational institute S.S.D.J. Jnana Prasaraka Sangha. The main objective of the college is to develop Quality Technical Education System through committed Team Work. It is recognized by the Government of Karnataka. The courses which are offered by the college are Bachelor of Engineering (B.E.) in 5 streams.
916,Bearys Institute of Technology-[BIT],"Bearys Institute of Technology (BIT), Mangalore was established by the Bearys Group under the aegis of Bearys Academy of Learning, BIT is an institution with a difference. The institute provides outstanding opportunities for higher learning. The institute have a well qualified faculty from across India and abroad, top-of-the-line facilities and a talented student body that will grow in numbers with every passing year."
917,Bharat Institute of Technology - [BIT],"Bharat Institute of Technology is located in Meerut, Uttar Pradesh and was established in 2001. The institute is accredited by NBA and is affiliated to AKTU, Lucknow. It is one of the top private engineering colleges in the area and comes under the BIT institutions. BIT offers Undergraduate and Postgraduate programmes in fields including Engineering, Pharmaceutical and Management along various specializations. Admissions are based on entrance exam scores. Along with this, BIT is ranked 24th by CSR for the best private engineering college. BIT offers the best infrastructure and academic facilities to help students improve their theoretical as well as practical knowledge."
918,Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai,No data found
919,Christ College of Engineering and Technology,"Christ College of Engineering and Technology, Puducherry focuses on creating professionals that are enabled and empowered to compete on international levels based on the knowledge and technical ability. The institution aims to promote freedom of thought and expression in the areas of knowledge and education. CCET strives to achieve educational methods of international standards by an effective Quality Management System and continuously attempting to upgrade the tools of education. On departure from the institute every student should be ethically, psychologically and technically more sound than he or she at the time of joining the institute."
920,Coorg Institute of Technology - [CIT],"Coorg Institute of Technology was started in the year 1999 under the aegis the Kodava Education Society with an aim of providing quality education to the students of district. College is approved AICTE, New Delhi and is affiliated to Visvervaraya Technological University. College is recognized by Govt. of Karnataka"
921,Dr. Sivanthi Aditanar College of engineering - [SACOE],"Dr. Sivanthi Aditanar College of Engineering (SACOE) was established in 1998 by Padmashri Dr. B. Sivanthi Adityan. It is running under Aditanar Educational Institution. It is a self-financing educational institution situated in Tiruchendur, Tuticorin District. It is offers value added education to empower the student profile.  It is affiliated to Anna University of Technology, Tirunelveli."
922,G. Pullaiah College of Engineering and Technology - [GPCET],"G. Pullaiah College of Engineering and Technology (GPCET), a well reputed Engineering College in Rayalaseema region was established in 2007 by renowned educationalist Sri G. Pullaiah. It offers BTech courses and it also has an MBA programme. The aim of college is to strive hard in training the students with the current technology and motivate them to take up research problems and innovations. It is located on Kurnool-Nandikotkur High way. The college is approved by the All India Council for Technical Education and affiliated to Jawaharlal Nehru Technological University, Anantapur."
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],"Geetha Shishu Shikshana Sangha Institute of Engineering & Technology for Women is located in Mysore and has been accredited with GRADE “A” by the National Accreditation Assessment Committee (NAAC). GSSSIETW offers 6 B.E Programs in Engineering viz., Electronics and Communication Engineering, Computer Science Engineering, Information Science Engineering, Electrical and Electronics Engineering, Artificial Intelligence and Machine Learning, Artificial Intelligence and Data Science branches and M. Tech Programs in Digital Communication and Networking, Computer Science Engineering and MBA program, all affiliated to ."
924,Genba Sopanrao Moze College of Engineering Balewadi,"Genba Sopanrao Moze College of Engineering was established by Shri. Rambhau Moze in 1999. It is run and managed by Genba Sopanrao Moze Trust, Pune. It seeks to impart quality technical education by a well monitored teaching process and through industry-institute interaction programs."
925,Guru Nanak Dev Engineering College - [GNDEC ],"Guru Nanak Dev Engineering College (GNDEC), Bidar was established in 1980 under Sri Nanak Jhira Saheb Foundation (Trust). Initially, the college was affiliated to Gulbarga University, Gulbarga and in 1998 it got affiliated to Visvesvaraya Technological University (VTU), Belgaum. It is approved by All India Council for Technical Education (AICTE), New Delhi and accredited by National Board of Accreditation (NBA), New Delhi."
926,Haryana Engineering College - [HEC],Haryana Engineering College owe its existence to a group of professionals dedicated to promote and development of technical education in Haryana under  Mata Sudershan Tilak Raj Dhawan Educational in 1998 with aim to excel in providing qualified engineers.
927,Holy Mary Institute of Technology and Science -[HITS],"Holy Mary Institute of Technology, Hyderabad was established in 2001.. This distinction was given to HITS-COE in February, 2005 in recognition of its efforts ""for identifying the deficiencies of each student at the time of entry and for providing additional inputs by way of extra classes and courses in soft skill development”. HITS College of Engineering is affiliate to J.N.T.U Hyderabad."
928,ITS Engineering College,"ITS Engineering College, Greater Noida is ranked under Top 10 Best Private Engineering Colleges in North India by India Today and awarded Best Engineering College for Industry Interface and Placements in North India by ASSOCHAM. ITS has been ranked by ARIIA (Atal Ranking of Institutions on Innovation Achievements) as the top 6-25 innovative higher education private or self-financed college/ institutions across India and also among the top 3 in Uttar Pradesh. ITS Engineering College, affiliated to Dr. APJ Abdul Kalam Technical University is one of the most advanced engineering colleges in India. With accreditations by NAAC & NBA and approved by AICTE, this institute has a bag full of achievements to boost on."
929,ILM College of Engineering and Technology - [ILMCET],"ILM College of Engineering & Technology, Ernakulam was established in 2012 under Islamic Learning Mission Trust. It is affiliated to Mahatma Gandhi University, Kottayam and approved by All India Council for Technical Education (AICTE), New Delhi. The College has highly qualified and experienced faculty, well equipped laboratories & workshops and a central library with a large collection of books and journals in all subject areas. The college takes all efforts to groom the students to be more employable by adopting innovative teaching methods, conducting invited lectures, organizing training schemes for development of soft skills, arranging industry-institute interaction programmes etc. It is located at Perumbavoor in Ernakulam district of Kerala."
930,Indira College of Engineering & Management - [ICEM],Indira College of Engineering and Management is ranked 100th in Top Engineering College by Outlook 2019 and ranked 61st in Top 140 Engineering Institutions. The institute comes under the umbrella of Indira Group of Institutes (IGI) Pune. ICEM Pune offers degree courses in the discipline of Engineering and Business Administration.
931,Indra Ganesan College of Engineering - [IGCENG],"Indra Ganesan College of Engineering is an engineering and research institute in Trichy, Tamil Nadu. We believe in educating people with the necessary skills to advance the engineering “state of the art. Here equal importance is given to teaching and we follow ethical, environmentally responsible engineering practice, which is the need of this hour."
932,K Ramakrishnan College of Technology - [KRCT],"K. Ramakrishnan College of Technology (KRCT), Tiruchirappalli was established in 2008, affiliated to Anna University, Chennai and approved by AICTE. The college offers UG, PG and PhD courses across Technology and Engineering streams. Admission to KRCT is done on the basis of TANCET and TNEA counselling. The candidates applying for admission to KRCT Trichy are required to fulfill the application process, eligibility criteria and selection process for admission at KRCT."
933,Kalam Institute of Technology - [KIT],"Kalam Institute of Technology, Ganjam was established in 2008 under the sponsorship of Utkal Insurance and Management Educational Trust with an aim to help the young students to pursue their dream technical stream in State of Odissa. College’s vision to make itself as center of excellence by providing required education. College is located in Berhampur city, 10 km away from Berhampur railway station on NH-5."
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],"Kandula Sreenivasa Reddy Memorial College Of Engineering(KSRMCE) was established in 1980. It was established to perpetuate the memory of Late Sri. Srinivasa Reddy, youngest son of Late Sri Obul Reddy. The College is affiliated to JNTU Anantpur."
935,Karavali Institute of Technology - [KIT],"Karavali Institute of Technology (KIT) is a premier institute established by the G R Education Trust is situated in picturesque region at Mangalore, Karnataka. It is part of academic excellence after the establishment and success of Karavali Group of Colleges, started in year 1996. It is located in the area of 32 acres of land. The Institute is located at Neermarga, Mangalore. KIT is an institution that makes learning a focused, fruitful, and enjoyable experience for all its students."
936,L.B.S. College of Engineering - [LBSCEK],"L.B.S College of Engineering, Kasaragod was came into existence in 1993. Affiliated to Kannur University, it offers several technical courses at undergraduate level, along with post graduate program in computer applications. It is accredited by National Board of Accreditation (NBA). Over the years, the institute has produced numerous qualified technical professionals, who are associated with some of the finest organizations of the country."
937,Latha Mathavan Engineering College - [LMEC],"Latha Mathavan Engineering College (LMEC) was established 2007. It is running under Karuppaish Pillai Theivanai Ammal Educational Trust. It aims to provide state of art facilities for quality Engineering Education and impact value based, quality professional training to young students. It is located in Madurai, Tamil Nadu. It offers six under graduate engineering courses."
938,Manipur Institute of Technology - [MIT],Manipur Institute of Technology is one of the top technical institutes in India which is standing tall for its excellent academic standards and impeccable infrastructure. The Institute is formerly known as Government College of Technology and is now a university funded institute. The learned faculty members of the institute are efficiently selected from different renowned sectors and have been well preparing their students to meet real world challenges.
939,Modern Institute of Technology and Research Centre -[MITRC],"Modern Institute of Technology & Research Centre (MITRC), Alwar was established by All India Arya Samajis Society for Advance Education & Research. MITRC emphasizes on all round development of its students. It not only aims at equipping the students with the latest Engineering skills & knowledge to successfully meet the challenges posed by globalization, but also wants to make them good & worthy citizens of this great country aiding it in its overall progress & development."
940,Mohandas College of Engineering and Technology - [MCET],"Mohandas College of Engineering and Technology (M-CET), Thiruvananthapuram was established in 2002 and managed by V. N. Gangadhara Panicker Memorial Trust.MCET is the prestigious education project of the leading industrial group, The Mohandas Group of Companies, Thiruvananthapuram."
941,Narayana Engineering College - [NEC],"Narayana Engineering College (NEC), Nellore was established in 1998 under the aegis Narayana Educational Institutions. The college is affiliated to Jawaharlal Nehru Technological University, Anantapur and approved by AICTE. NEC offers Undergraduate courses in Technology and Postgraduate in Technology, Business Administration and Computer Science"
942,Netaji Subhash Engineering College - [NSEC],"Netaji Subhash Engineering College (NSEC), established in 1998, is a private college affiliated to MAKAUT, Kolkata and approved by AICTE. NSEC offers Diploma, UG and PG courses in various disciplines. Admission to the courses offered by the institute is done based on both merit and entrance basis."
943,R.M.K. College of Engineering and Technology - [RMKCET],"R.M.K. College of Engineering and Technology (RMKCET) is an engineering college in the village of Puduvoyal, in the municipality of Tiruvallur, in the Indian state of Tamil Nadu. It is governed by the Lakshmikanthammal Educational Trust, affiliated with Anna University, Chennai, and approved by AICTE. It is a Telugu minority institution."
944,RITEE Group of Institutions,"RITEE Group of Institutions, established in 1995 by the Mahanadi Education Society, RITEE Group of Institutions, Raipur, offers technical and professional education. RITEE is a private college affiliated to Chhattisgarh Swami Vivekanand Technical University is operated under the guidance of Mr. Swaroopchand Jain, the first Mayor of Raipur, and Mr. Shailendra Jain, an engineer and the Society’s Secretary, RITEE. It is approved by AICTE and is one of the oldest private management and technical institutions offering undergraduate and postgraduate courses in the discipline of Engineering & Technology and Management."
945,Rustamji Institute of Technology - [RJIT],The Rustamji Institute of Technology (RJIT) is the first Engineering College in India established by a Para Military Force.
946,SRK Institute of Technology,"SRK Institute of Technology or SRKIT was established in 2007 in Vijayawada, Andhra Pradesh. It is a private technical institute affiliated Jawaharlal Nehru Technological University, Kakinada and approved by AICTE. It is an ISO 9001:2008 certified institute. SRKIT offers undergraduate and postgraduate programs in B.tech, M.tech, MBA and MCA. SRKIT Campus spreads over 7 acres in the centre of the Vijayawada city. It provides all facilities including library, laboratories, sports grounds and residential hostels. The SRK Institute of Technology hostel is spacious as 25% of the students live on campus. SRKIT Vijayawada also has a Placement cell, a Women grievance cell and an Anti ragging cell. SRKIT Alumni Association and other Students’s Associations are active in the campus for overall personality development of the students through extra-curricular activities."
947,SS College of Engineering,"SS College of Engineering (SSCE), Udaipur was established by SS Education Trust. The college, within a span of few years, has become visible as one of the top technical institutions in Rajasthan. SS College of Engineering has earned invincible reputation in the field of technical education and also boasts, among many unique features, a team of highly qualified faculty, and the mentorship of the honored advisory board."
948,Shaheed Udham Singh Engineering College - [SUSEC],"SUS College of Engineering and Technology is known for its high end education and a global centre for quality education in the technical field. Students enrolling here can look forward to enjoy a first class academic experience at a beautiful location. Beyond studies also, there is a world and the College aims to groom their students just for that something and grasp it within their reach. The students also enjoy equal opportunities at academics as well as extracurricular activities. This is a student centered educational institution where the students are prepared to face global changes occurring in various fields. Once the students complete their education, they can look forward to an exciting career in their chosen field. Amazing learning and global level qualifications make the students succeed in their future professional life."
949,Santhiram Engineering College Nandyal - [SREC],"Santhiram Engineering College (SREC), Nandyal was established in 2007 and is approved by AICTE, New Delhi and is affiliated with Jawaharlal Nehru Technological University, Anantapur.  The college provides many career oriented education programs for the students and prepares them to succeed in their specialized area of interest."
950,Shambhunath Institute of Engineering and Technology - [SIET],"The Shambhunath Group of Institutions has been headquartered in Allahabad, Uttar Pradesh since 2004. It is a prominent Institute of higher learning. The Institute's Degree and Diploma degrees include 17 UG and 4 PG courses. These programs are available in Full Time mode. The Institute is Affiliated with Dr. APJ Abdul Kalam Technical University (AKTU). Shambhunath Group of Institutions is a well-known institute providing B.E. / B.Tech, B.A. LL.B., BBA, BCA, M.E./M.Tech, M.Pharma, D.Pharma, and B.Pharma programmes. Students can select one of these programs to further their education."
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],"Shri Shankaracharya Institute of Professional Management and Technology (SSIPMT), Raipur is ranked in B-Band (26th - 50th) among Private Engineering Colleges All Over India and ranked 1 among Private Engineering Colleges in Chattisgarh by ARIIA. The institute comes under the aegis of the Shri Gangajali Education Society (SGES), Bhilai. SSIPMT is affiliated to Chhattisgarh Swami Vivekanand Technical University (CSVTU), Bhilai. The Management and Technology Institute is approved by the All-India Council for Technical Education (AICTE), New Delhi. SSIPMT Raipur offers degree programs in the discipline of Engineering and Management"
952,Siddhant College of Engineering - [SCOE] Sudumbare,"Siddhant College of Engineering, Pune was established by Chaudhari Atarsingh Yadav Memorial Education Trust in 2004. It is a part of Siddhant Group of Institutions. It is a Self Financed, Minority, Co – Educational Institution. It is situated at Talegaon – Chakan Road, A/P Sudumbare, Tal – Maval, Pune district."
953,Sipna's College of Engineering and Technology,"Sipna's College of Engineering and Technology, Amravati is a private institute which is affiliated to SGBAU, Amravati and approved by AICTE. The college offers B.E. course in diverse disciplines at the undergraduate level and offers Ph.D courses at the doctoral level. Admission to the B.E. course will be done based on the candidate's performance in MHT CET/ JEE Main. Companies like Tata, Mahindra, Infosys, and many more companies offer internships and stipends. There are many projects of making websites, making small apps etc."
954,Skyline Institute of Engineering and Technology - [SIET],"Skyline Institute of Engineering and Technology (SIET), Greater Noida was established in 2002. SIET has established itself as a premier technical Institute. They strive to continuously improve quality of education to nurture the talent of our students to enable them to embark upon a successful career."
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,"Smt. Kashibai Navale College of Engineering (SKNCOE), Pune was established in 2001 under the aegis of Sinhgad Technical Education Society. SKNCOE intend to grow and expand into a technological institute having national recognition"
956,Smt. Indira Gandhi College of Engineering - [SIGCE],"Smt. Indira Gandhi College of Engineering (SIGCE) comes under the wing of Jawaharlal Nehru Institute of Education, Science and Technological Research Trust and is recognised as the Zonal Leader in ‘Leading India in Artificial Intelligence’. The college offers a B.E program in the discipline of Computer Engineering, Mechanical Engineering, Electrical Engineering, Computer Science and Engineering, etc. Admission to SIGCE Navi Mumbai is done on the basis of valid marks secured in JEE Main/MHT CET"
957,SR University - [SRU],"SR University is was established under the Sri Rajeshwara Educational Society. The University offers a number of Undergraduate and Postgraduate courses in different specializations. It also offers International Engineering Program (IEP) in collabiration with International Universities. SR University has collaborations with University of Massachusetts Lowell, Saint Louis University, University of New Haven, University of Missouri, University of Central Missouri. The students also have the option to puruse 2+2 B.Sc degree from SR University and Melbourne University, Australia. Furthermore, International Business Accelerated Program (IBAP) offers the students to pursue BBA+MBA/MS from SR University and Umass University, USA."
